발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X(UTMK),발생위치Y(UTMK),경도,위도
2021,2021-02-24 22:00,야,수,1,0,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,948687,1947657,126.9192661,37.526791
2021,2021-02-24 23:00,야,수,1,0,0,0,0,부산,해운대구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,1152208.7,1687060.6,129.171339,35.16730461
2021,2021-02-25 00:00,야,목,1,2,0,2,0,충남,논산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,959758,1797128,127.0525365,36.17041536
2021,2021-02-25 04:00,야,목,1,0,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,928077,1940814,126.6867003,37.46373945
2021,2021-02-25 05:00,야,목,1,1,1,0,0,충북,충주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1043214.5,1876444.1,127.9849577,36.88530809
2021,2021-02-25 06:00,주,목,1,0,0,0,0,전남,순천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,999036,1662460,127.4894413,34.95700382
2021,2021-02-25 11:00,주,목,1,1,1,0,0,경기,구리시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,화물차,특수차,970349,1954935,127.1641257,37.59334171
2021,2021-02-25 12:00,주,목,1,0,0,0,0,서울,동작구,차대사람,기타,기타,기타,기타,기타,화물차,보행자,951644,1944389,126.9529454,37.49749556
2021,2021-02-25 13:00,주,목,1,0,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,1140968,1712246,129.0522788,35.39595844
2021,2021-02-25 18:00,야,목,1,1,0,1,0,경북,경주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,승용차,1155070,1762212,129.217107,35.84418111
2021,2021-02-25 18:00,야,목,1,1,1,0,0,경북,포항시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,화물차,1165070,1792132,129.3340183,36.11216807
2021,2021-02-25 22:00,야,목,1,0,0,0,0,서울,관악구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,948969.2,1943559.8,126.9227442,37.4898778
2021,2021-02-26 01:00,야,금,2,0,0,0,0,경북,칠곡군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1083485.6,1781192.5,128.4265725,36.02400067
2021,2021-02-26 01:00,야,금,1,0,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1156359,1737126,129.2264869,35.61789548
2021,2021-02-26 03:00,야,금,1,0,0,0,0,대전,유성구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,985439,1819947,127.3376644,36.37686659
2021,2021-02-26 06:00,주,금,1,0,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,950397.6,1946175.3,126.9387249,37.51352975
2021,2021-02-26 06:00,주,금,1,2,1,1,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,942415,1888631,126.8528548,36.99439262
2021,2021-02-26 06:00,주,금,1,2,1,1,0,전북,무주군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,1016197,1769244,127.67953,35.9197186
2021,2021-02-26 09:00,주,금,1,0,0,0,0,경북,경주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,1180975,1758488,129.5029663,35.80618522
2021,2021-02-26 11:00,주,금,1,0,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,958318.6,1960099.7,127.0275595,37.63942564
2021,2021-02-26 15:00,주,금,1,0,0,0,0,경기,의왕시,차대차,기타,기타,신호위반,교차로,교차로내,자전거,승용차,953334,1927992,126.9731004,37.34978982
2021,2021-02-27 06:00,주,토,1,4,2,2,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,993541,1841782,127.4278084,36.5738025
2021,2021-02-27 06:00,주,토,1,0,0,0,0,경남,진주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1055256,1685326,128.1067262,35.16167578
2021,2021-02-27 08:00,주,토,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1098591,1695013,128.5836571,35.24569213
2021,2021-02-27 12:00,주,토,1,6,5,1,0,제주,서귀포시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,938746,1491979,126.8411702,33.41774779
2021,2021-02-27 15:00,주,토,1,0,0,0,0,경기,남양주시,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,자전거,없음,978322,1949071,127.2546131,37.54070911
2021,2021-02-27 16:00,주,토,1,6,1,3,2,전남,나주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,938052,1672205,126.8207802,35.04297801
2021,2021-02-27 20:00,야,토,1,0,0,0,0,부산,사하구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1137403.9,1677789.1,129.0072857,35.08586386
2021,2021-02-27 21:00,야,토,1,0,0,0,0,부산,동래구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1142197,1691619,129.0622288,35.20985984
2021,2021-02-27 21:00,야,토,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,930250,1941001,126.7112526,37.46559141
2021,2021-02-28 05:00,야,일,1,0,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,953964,1951893,126.9787202,37.56524958
2021,2021-02-28 10:00,주,일,1,0,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,967502,1900881,127.134248,37.1060184
2021,2021-02-28 12:00,주,일,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,938911,1934228,126.8097469,37.40515875
2021,2021-02-28 23:00,야,일,1,0,0,0,0,부산,동래구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1144095,1690973,129.0829609,35.20376619
2021,2021-02-28 23:00,야,일,1,0,0,0,0,경기,남양주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,973776,1955149,127.2029372,37.59537466
2021,2021-03-01 03:00,야,월,2,0,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로내,승용차,없음,926120,1856590,126.6728631,36.70444467
2021,2021-03-01 09:00,주,월,1,0,0,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1165301,1780511,129.334151,36.00740943
2021,2021-03-01 11:00,주,월,1,3,3,0,0,경북,경주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1151552,1778970,129.1813613,35.99575746
2021,2021-03-01 15:00,주,월,1,1,0,1,0,전북,김제시,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,승용차,건설기계,954954,1751464,127.0017143,35.75851299
2021,2021-03-01 16:00,주,월,1,1,0,1,0,강원,홍천군,차대사람,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,보행자,1062363.6,1979144.1,128.2084836,37.8098943
2021,2021-03-01 18:00,야,월,1,0,0,0,0,경기,안성시,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,979155,1889926,127.2657004,37.00759911
2021,2021-03-01 18:00,야,월,1,0,0,0,0,전북,완주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,957235.4,1758396.2,127.0265792,35.82111526
2021,2021-03-01 19:00,야,월,1,0,0,0,0,충남,서천군,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,화물차,특수차,934788,1797672,126.7748582,36.17396
2021,2021-03-01 19:00,야,월,1,1,1,0,0,경북,경산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1111306,1757770,128.7320047,35.81008807
2021,2021-03-02 04:00,야,화,1,0,0,0,0,전남,여수시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1018093,1641579,127.6977206,34.76854628
2021,2021-03-02 07:00,주,화,1,0,0,0,0,경북,칠곡군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1081277,1785737,128.4025304,36.0651551
2021,2021-03-02 11:00,주,화,1,0,0,0,0,강원,태백시,차량단독,기타,기타,안전운전 의무 불이행,단일로,교량위,건설기계,없음,1131191,1910564,128.9779898,37.18464731
2021,2021-03-02 19:00,야,화,1,0,0,0,0,전남,진도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,894104,1611063,126.346682,34.488071
2021,2021-03-02 23:00,야,화,1,4,0,4,0,울산,울주군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승합차,1145701,1731690,129.1078659,35.57052962
2021,2021-03-03 08:00,주,수,1,0,0,0,0,경북,영덕군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1169942,1844753,129.3996098,36.5854678
2021,2021-03-03 17:00,주,수,1,0,0,0,0,경기,안산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,943153,1925562,126.8583405,37.32731956
2021,2021-03-03 17:00,주,수,1,0,0,0,0,전북,장수군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,1005408,1750420,127.5598157,35.75011714
2021,2021-03-04 05:00,야,목,1,0,0,0,0,광주,광산구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,938300,1687327.5,126.8223714,35.17934741
2021,2021-03-04 06:00,주,목,1,0,0,0,0,인천,중구,차대사람,기타,기타,신호위반,교차로,교차로횡단보도내,특수차,보행자,922819,1939739,126.627362,37.45362667
2021,2021-03-04 10:00,주,목,1,1,0,1,0,경기,광주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,983757,1930917,127.3165352,37.37718653
2021,2021-03-04 11:00,주,목,1,2,1,1,0,대전,유성구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,986986,1818309,127.3549387,36.36212163
2021,2021-03-04 13:00,주,목,1,1,0,1,0,경남,함양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,1019797,1729566,127.7184532,35.56190483
2021,2021-03-04 19:00,야,목,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1179524,1771113,129.4897583,35.92021182
2021,2021-03-04 23:00,야,목,1,0,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,941782,1958491,126.8402624,37.62402723
2021,2021-03-05 01:00,야,금,1,0,0,0,0,서울,성북구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960700.6,1957136.1,127.0547171,37.61281914
2021,2021-03-05 07:00,주,금,1,1,0,1,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,947598,1902111,126.9101592,37.1162028
2021,2021-03-05 07:00,주,금,1,2,1,1,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1044036,1935014,127.9976237,37.4132112
2021,2021-03-05 10:00,주,금,1,0,0,0,0,전남,진도군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,883756,1611806,126.2339034,34.49365437
2021,2021-03-05 11:00,주,금,1,1,0,1,0,인천,부평구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,932445,1944578,126.7357437,37.49799358
2021,2021-03-05 15:00,주,금,1,0,0,0,0,전북,완주군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,978654,1758804,127.2636778,35.82549205
2021,2021-03-05 15:00,주,금,1,2,0,2,0,인천,중구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,화물차,화물차,923435,1941074,126.6341873,37.46570984
2021,2021-03-05 19:00,야,금,1,0,0,0,0,전북,전주시,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,승용차,보행자,968139,1758985,127.1472604,35.8268387
2021,2021-03-05 23:00,야,금,1,0,0,0,0,경기,고양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,940533,1958957,126.8260714,37.62814724
2021,2021-03-06 04:00,야,토,1,0,0,0,0,충남,당진시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,919478,1886130,126.5953789,36.97016525
2021,2021-03-06 06:00,주,토,1,0,0,0,0,대전,대덕구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,994247,1819210,127.4358671,36.37031534
2021,2021-03-06 12:00,주,토,1,0,0,0,0,충북,제천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,지하차도(도로)내,자전거,승용차,1055160,1906102,128.1211775,37.15201795
2021,2021-03-06 12:00,주,토,1,0,0,0,0,광주,남구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,화물차,보행자,945910,1681291,126.9063404,35.12535666
2021,2021-03-06 17:00,주,토,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,자전거,962980,1887999,127.08399,36.98973062
2021,2021-03-06 19:00,야,토,1,0,0,0,0,전북,남원시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,990047,1713719,127.390366,35.41916518
2021,2021-03-06 22:00,야,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1100482,1706042,128.6057903,35.3449342
2021,2021-03-07 04:00,야,일,1,0,0,0,0,대구,북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1098863,1765910,128.5953104,35.88479879
2021,2021-03-07 16:00,주,일,1,1,1,0,0,충남,부여군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,935924,1816144,126.7859755,36.34055825
2021,2021-03-07 22:00,야,일,1,1,0,1,0,부산,금정구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,1144512,1693197,129.0879307,35.22375258
2021,2021-03-08 05:00,야,월,1,0,0,0,0,충남,서산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,907143,1866356,126.4592429,36.79080326
2021,2021-03-08 10:00,주,월,1,0,0,0,0,경북,의성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,1106565,1809892,128.6865686,36.28043937
2021,2021-03-08 11:00,주,월,1,1,0,1,0,전남,목포시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,899055,1645501,126.3964882,34.79907129
2021,2021-03-08 16:00,주,월,1,3,0,3,0,경기,가평군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,건설기계,991906,1969412,127.4081532,37.72427115
2021,2021-03-09 10:00,주,화,1,0,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,승용차,이륜차,960444,1956843,127.0518256,37.61016636
2021,2021-03-09 10:00,주,화,1,0,0,0,0,전북,군산시,차대사람,보도통행중,보도통행중,기타,단일로,지하차도(도로)내,화물차,보행자,931178.3,1775714.7,126.7366378,35.97576452
2021,2021-03-09 11:00,주,화,1,0,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,보행자,947268.8,1946947.5,126.9032673,37.52031617
2021,2021-03-09 12:00,주,화,1,0,0,0,0,경북,구미시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,1070261,1803514,128.2818044,36.22627128
2021,2021-03-09 19:00,야,화,1,0,0,0,0,강원,양구군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1042764.7,2012057.5,127.9877969,38.10765948
2021,2021-03-09 23:00,야,화,1,0,0,0,0,부산,동래구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1143485,1692965,129.0766092,35.22180889
2021,2021-03-10 00:00,야,수,1,0,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1161960,1717345,129.2843534,35.43872204
2021,2021-03-10 04:00,야,수,1,0,0,0,0,전남,고흥군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,982564,1628099,127.3097376,34.64699743
2021,2021-03-10 05:00,야,수,1,0,0,0,0,전남,장성군,차대차,기타,기타,신호위반,교차로,교차로내,승용차,승용차,933992,1700743,126.7739842,35.30003246
2021,2021-03-10 05:00,야,수,1,0,0,0,0,경기,파주시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승합차,934592,1970292,126.7577309,37.72990172
2021,2021-03-10 10:00,주,수,1,2,0,2,0,경기,여주시,차대차,추돌,추돌,기타,단일로,교량위,승용차,승용차,1008482,1931622,127.5958125,37.38364478
2021,2021-03-10 12:00,주,수,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,968578,1805517,127.1502707,36.24637241
2021,2021-03-10 12:00,주,수,1,0,0,0,0,경기,가평군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,991920,1969432,127.4083119,37.72445154
2021,2021-03-10 13:00,주,수,1,2,2,0,0,전남,고흥군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,965363,1607071,127.1228988,34.45693153
2021,2021-03-10 14:00,주,수,1,1,0,1,0,경남,산청군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,1030407,1721222,127.8352165,35.48640214
2021,2021-03-10 14:00,주,수,1,0,0,0,0,대전,동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,994770,1813358,127.4417367,36.31756009
2021,2021-03-10 19:00,야,수,1,0,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,907597.6,1473807.7,126.5080431,33.25163787
2021,2021-03-10 22:00,야,수,1,0,0,0,0,경기,이천시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,자전거,화물차,996004,1921414,127.4549163,37.29166096
2021,2021-03-11 06:00,주,목,1,0,0,0,0,경기,가평군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,화물차,981179,1983977,127.2860509,37.85539016
2021,2021-03-11 07:00,주,목,1,0,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1068902,1805593,128.2668669,36.24511085
2021,2021-03-11 13:00,주,목,1,0,0,0,0,경북,상주시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,승용차,1058670,1826794,128.1545913,36.43691026
2021,2021-03-11 15:00,주,목,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,997751.4,1851004.9,127.4748406,36.65696627
2021,2021-03-11 22:00,야,목,2,8,0,8,0,충북,보은군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,특수차,특수차,1022494,1828694,127.7510309,36.45556989
2021,2021-03-12 06:00,주,금,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1109950,1684892,128.7071346,35.15326772
2021,2021-03-12 11:00,주,금,1,1,0,1,0,경남,함양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,없음,1015864,1726249,127.6749891,35.53206765
2021,2021-03-12 14:00,주,금,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,959539,1911794,127.0440396,37.20407687
2021,2021-03-12 14:00,주,금,1,2,2,0,0,경남,김해시,차대차,기타,기타,안전운전 의무 불이행,단일로,터널안,승용차,승용차,1119922,1700665,128.8188908,35.29431673
2021,2021-03-12 15:00,주,금,1,0,0,0,0,인천,계양구,차대차,정면충돌,정면충돌,기타,교차로,교차로부근,화물차,이륜차,930286,1948166,126.7109804,37.53017093
2021,2021-03-12 17:00,주,금,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,1102665.7,1696806.8,128.6286605,35.26145451
2021,2021-03-12 19:00,야,금,1,0,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,946903,1961776,126.8980526,37.65394498
2021,2021-03-12 21:00,야,금,1,0,0,0,0,경기,수원시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,951947,1916176,126.9582051,37.24321465
2021,2021-03-13 01:00,야,토,1,0,0,0,0,경기,의정부시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958573,1971559,127.0297912,37.74272063
2021,2021-03-13 02:00,야,토,1,0,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,932783,1928375,126.7410428,37.35198083
2021,2021-03-13 02:00,야,토,1,0,0,0,0,광주,서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,939780,1683704,126.8388891,35.14676561
2021,2021-03-13 12:00,주,토,1,0,0,0,0,경북,영주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,1100553,1869963,128.6274772,36.8225271
2021,2021-03-13 15:00,주,토,1,0,0,0,0,경북,상주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1035066,1847437,127.8921833,36.62415897
2021,2021-03-13 18:00,야,토,1,8,0,8,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,946564,1894963,126.8990298,37.05171366
2021,2021-03-14 08:00,주,일,1,1,0,1,0,충북,보은군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,1020608,1822991,127.7298319,36.40419848
2021,2021-03-14 17:00,주,일,1,0,0,0,0,제주,제주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,940135,1502410,126.8554131,33.51190479
2021,2021-03-14 20:00,야,일,1,0,0,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957738.9,1957912.6,127.0211156,37.61968648
2021,2021-03-14 20:00,야,일,1,0,0,0,0,대구,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1094601,1768639,128.548423,35.90982088
2021,2021-03-15 05:00,야,월,1,0,0,0,0,강원,삼척시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,1148115,1938314,129.1741206,37.43214663
2021,2021-03-15 08:00,주,월,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,자전거,962620,1903298,127.0791837,37.12762305
2021,2021-03-15 08:00,주,월,1,1,0,1,0,경북,김천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,승용차,1070063,1795339,128.2788713,36.15258948
2021,2021-03-15 11:00,주,월,1,1,0,1,0,부산,강서구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,1126475.8,1686084.7,128.8887088,35.16207612
2021,2021-03-15 13:00,주,월,1,0,0,0,0,전남,보성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958512,1627146,127.047333,34.63771168
2021,2021-03-15 18:00,야,월,1,1,1,0,0,광주,서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,940933,1685492,126.8514184,35.16295575
2021,2021-03-16 05:00,야,화,1,0,0,0,0,충북,음성군,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,건설기계,자전거,1009350,1888081,127.6050722,36.99115224
2021,2021-03-16 05:00,야,화,1,0,0,0,0,충남,천안시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,967692,1877298,127.1373972,36.89344195
2021,2021-03-16 10:00,주,화,1,0,0,0,0,전남,장성군,차대차,측면충돌,측면충돌,기타,기타,기타,승합차,화물차,937154,1704463,126.808475,35.3337769
2021,2021-03-16 18:00,야,화,1,1,0,1,0,경북,봉화군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,1111585,1869931,128.7511462,36.82100157
2021,2021-03-17 04:00,야,수,1,0,0,0,0,경남,김해시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,1124912,1691490,128.8723617,35.21099817
2021,2021-03-17 09:00,주,수,1,0,0,0,0,경남,밀양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,자전거,1121062,1711243,128.832991,35.38953463
2021,2021-03-17 14:00,주,수,1,0,0,0,0,전북,장수군,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,화물차,보행자,1004007,1726257,127.5441996,35.53225862
2021,2021-03-17 15:00,주,수,1,0,0,0,0,충북,청주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,999712,1846723,127.4967792,36.61836764
2021,2021-03-17 19:00,야,수,1,0,0,0,0,경북,의성군,차대사람,기타,기타,기타,기타,기타,승용차,보행자,1106041,1818813,128.6819488,36.3609069
2021,2021-03-17 20:00,야,수,1,0,0,0,0,부산,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,1139307,1679148,129.0283842,35.09785184
2021,2021-03-18 01:00,야,목,1,0,0,0,0,인천,부평구,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로내,승용차,없음,928651,1942309,126.6930456,37.4772581
2021,2021-03-18 03:00,야,목,1,0,0,0,0,부산,부산진구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,1139159,1685301.7,129.0277967,35.15334201
